,age_range,Gender,Income,interests,brands_visited,place_categories,geobehaviour,Concatenated,cluster,distance_to_center
2190,45-49,MALE,"$104,000 - $155,999",INTERNATIONAL NEWS|ENTERTAINMENT|TECHNOLOGY & COMPUTING|PERSONAL FINANCE|COUPONS AND DISCOUNTS|SCIENCE|LAW|NEWS AND POLITICS|NATIONAL NEWS|MUSIC AND AUDIO|SHOPPING|BUSINESS AND FINANCE|CATS|SALES AND PROMOTIONS|FOOD & DRINK|PETS|AMERICAN FOOTBALL|RUGBY|SPORTS|BUSINESS|PHOTOGRAPHY|HUNTING AND SHOOTING|HOBBIES & INTERESTS|WEATHER|INTERNET|ARTS & ENTERTAINMENT|COMPUTER SOFTWARE AND APPLICATIONS|COMPUTER PERIPHERALS|LOCAL NEWS,MERCURE HOTEL,HOTELS|LUXURY HOTEL,SERVICED APARTMENTS TRAVELLERS|AFFLUENT CONSUMERS,INTERNATIONAL NEWS|ENTERTAINMENT|TECHNOLOGY & COMPUTING|PERSONAL FINANCE|COUPONS AND DISCOUNTS|SCIENCE|LAW|NEWS AND POLITICS|NATIONAL NEWS|MUSIC AND AUDIO|SHOPPING|BUSINESS AND FINANCE|CATS|SALES AND PROMOTIONS|FOOD & DRINK|PETS|AMERICAN FOOTBALL|RUGBY|SPORTS|BUSINESS|PHOTOGRAPHY|HUNTING AND SHOOTING|HOBBIES & INTERESTS|WEATHER|INTERNET|ARTS & ENTERTAINMENT|COMPUTER SOFTWARE AND APPLICATIONS|COMPUTER PERIPHERALS|LOCAL NEWS|MERCURE HOTEL|HOTELS|LUXURY HOTEL|SERVICED APARTMENTS TRAVELLERS|AFFLUENT CONSUMERS,1,0.24376167033593138
2194,40-44,FEMALE,"$156,000+",INTERNATIONAL NEWS|ENTERTAINMENT|FOOD & DRINK|TECHNOLOGY & COMPUTING|HEALTH & FITNESS|SPORTS|BUSINESS|NEWS AND POLITICS|MUSIC AND AUDIO|HOBBIES & INTERESTS|WEB CONFERENCING|INTERNET|ARTS & ENTERTAINMENT|VIDEO & COMPUTER GAMES|COMPUTER PERIPHERALS|BOARD GAMES AND PUZZLES,BVLGARI|GELATAVITA|NANDO'S|ASX200|F45 TRAINING|FERRAGAMO|TOBY'S ESTATE COFFEE|MIDDY'S|KENNY'S BAKERY CAFE|AUSTRALIA POST|SHELL|COMMONWEALTH BANK|IGA|OAKS HOTEL|MCDONALD'S|WILSON PARKING|7-ELEVEN|TRAVELODGE HOTELS|CROSSFIT|COLES EXPRESS|KFC|DIOR,HOSPITALS| CLINICS AND MEDICAL CENTERS|LUXURY FASHION|CAR SERVICE CENTER|CEMETERY|BURGER RESTAURANT|POSTAL AND COURIER|PLASTIC SURGEONS|RESTAURANT|COMPUTER TRAINING|ICE CREAM PARLOR|DOCTORS|WATCHES|WINE & LIQUOR SHOPPERS|RESIDENTIAL BUILDING|GROCERY STORE|OFFICE SPACE|PUBS AND NIGHT CLUBS|HOME AND LIVING SHOPPERS|HOTELS|JEWELLERY SHOPPERS|PETROL STATION|CAFE AND LOUNGE|ELECTRICAL AND ELECTRONICS SHOPPERS|SPORTS CLUB|FINANCIAL INSTITUTION|ACCESSORIES SHOPPERS|WHOLESALE STORE|STEAKHOUSES|BUDGET HOTEL|LIGHTING FIXTURES|PARKING AREA|MEN'S FASHION SHOPPERS|PRIMARY AND SECONDARY SCHOOLS|ORAL SURGEONS|COSMETICS SHOPPERS|CONVENIENCE STORE|FAST FOOD RESTAURANT|SUNGLASSES SHOPPERS|CAKE AND BAKERY|WOMENS'S FASHION SHOPPERS|ADVERTISING AND MARKETING|STUDENT AID AND GRANTS|PODIATRISTS|PLACES OF WORSHIP|GYM AND FITNESS CENTRE|STADIUM AND ARENA|CLOTHING AND ACCESSORIES|FURNITURE SHOPPERS|FOOD AND BEVERAGE PRODUCTION|LIVE ART|BARBEQUE RESTAURANT CUSTOMERS|CONVENTION CENTRE|COMMERCIAL BUILDING|POST OFFICE|CHIROPRACTORS|REAL ESTATE AGENCY AND SHOWROOM|AMERICAN CUISINE CUSTOMERS|VETERINARY CARE|MIDSCALE HOTEL|HANDBAG SHOPPERS|MUSIC AND SHOW VENUES|FOOTWEAR SHOP,IN-MARKET FURNITURE BUYER|FREQUENT LUXURY SHOPPER|IN-MARKET INSURANCE BUYERS|TOURIST DINERS|BUDGET HOTEL|FREQUENT GYM GOERS|FAMILY LEISURE ENTHUSIASTS|PARENTS|TOUR ENTHUSIASTS|IN-MARKET PERSONAL LOANS|PARENTS OF SCHOOL CHILDREN|AUTO MODIFICATION ENTHUSIASTS|NEW HOME BUYER|IN-MARKET LEGAL SERVICES|IN-MARKET APPLIANCE SHOPPERS|BEER ENTHUSIASTS|WORKING PARENTS|BUDGET TRAVELLERS|DIY ENTHUSIASTS|FREQUENT NIGHTLIFE|AUTOMOBILE OWNERS|HOME MOVERS|IN-MARKET TRAVEL|SERVICED APARTMENTS TRAVELLERS|AFFLUENT CONSUMERS|INDEPENDENT HOTELS TRAVELLERS|IN-MARKET ELECTRONICS BUYER|FAMILY TRAVELLERS|FOODIES|IN-MARKET PROPERTY BUYERS|BEAUTY ENTHUSIASTS|CHAIN HOTELS TRAVELLERS|WINE ENTHUSIASTS|JEWELRY ENTHUSIASTS|FREQUENT COFFEE SHOP|RESORT HOTEL,INTERNATIONAL NEWS|ENTERTAINMENT|FOOD & DRINK|TECHNOLOGY & COMPUTING|HEALTH & FITNESS|SPORTS|BUSINESS|NEWS AND POLITICS|MUSIC AND AUDIO|HOBBIES & INTERESTS|WEB CONFERENCING|INTERNET|ARTS & ENTERTAINMENT|VIDEO & COMPUTER GAMES|COMPUTER PERIPHERALS|BOARD GAMES AND PUZZLES|BVLGARI|GELATAVITA|NANDO'S|ASX200|F45 TRAINING|FERRAGAMO|TOBY'S ESTATE COFFEE|MIDDY'S|KENNY'S BAKERY CAFE|AUSTRALIA POST|SHELL|COMMONWEALTH BANK|IGA|OAKS HOTEL|MCDONALD'S|WILSON PARKING|7-ELEVEN|TRAVELODGE HOTELS|CROSSFIT|COLES EXPRESS|KFC|DIOR|HOSPITALS| CLINICS AND MEDICAL CENTERS|LUXURY FASHION|CAR SERVICE CENTER|CEMETERY|BURGER RESTAURANT|POSTAL AND COURIER|PLASTIC SURGEONS|RESTAURANT|COMPUTER TRAINING|ICE CREAM PARLOR|DOCTORS|WATCHES|WINE & LIQUOR SHOPPERS|RESIDENTIAL BUILDING|GROCERY STORE|OFFICE SPACE|PUBS AND NIGHT CLUBS|HOME AND LIVING SHOPPERS|HOTELS|JEWELLERY SHOPPERS|PETROL STATION|CAFE AND LOUNGE|ELECTRICAL AND ELECTRONICS SHOPPERS|SPORTS CLUB|FINANCIAL INSTITUTION|ACCESSORIES SHOPPERS|WHOLESALE STORE|STEAKHOUSES|BUDGET HOTEL|LIGHTING FIXTURES|PARKING AREA|MEN'S FASHION SHOPPERS|PRIMARY AND SECONDARY SCHOOLS|ORAL SURGEONS|COSMETICS SHOPPERS|CONVENIENCE STORE|FAST FOOD RESTAURANT|SUNGLASSES SHOPPERS|CAKE AND BAKERY|WOMENS'S FASHION SHOPPERS|ADVERTISING AND MARKETING|STUDENT AID AND GRANTS|PODIATRISTS|PLACES OF WORSHIP|GYM AND FITNESS CENTRE|STADIUM AND ARENA|CLOTHING AND ACCESSORIES|FURNITURE SHOPPERS|FOOD AND BEVERAGE PRODUCTION|LIVE ART|BARBEQUE RESTAURANT CUSTOMERS|CONVENTION CENTRE|COMMERCIAL BUILDING|POST OFFICE|CHIROPRACTORS|REAL ESTATE AGENCY AND SHOWROOM|AMERICAN CUISINE CUSTOMERS|VETERINARY CARE|MIDSCALE HOTEL|HANDBAG SHOPPERS|MUSIC AND SHOW VENUES|FOOTWEAR SHOP|IN-MARKET FURNITURE BUYER|FREQUENT LUXURY SHOPPER|IN-MARKET INSURANCE BUYERS|TOURIST DINERS|BUDGET HOTEL|FREQUENT GYM GOERS|FAMILY LEISURE ENTHUSIASTS|PARENTS|TOUR ENTHUSIASTS|IN-MARKET PERSONAL LOANS|PARENTS OF SCHOOL CHILDREN|AUTO MODIFICATION ENTHUSIASTS|NEW HOME BUYER|IN-MARKET LEGAL SERVICES|IN-MARKET APPLIANCE SHOPPERS|BEER ENTHUSIASTS|WORKING PARENTS|BUDGET TRAVELLERS|DIY ENTHUSIASTS|FREQUENT NIGHTLIFE|AUTOMOBILE OWNERS|HOME MOVERS|IN-MARKET TRAVEL|SERVICED APARTMENTS TRAVELLERS|AFFLUENT CONSUMERS|INDEPENDENT HOTELS TRAVELLERS|IN-MARKET ELECTRONICS BUYER|FAMILY TRAVELLERS|FOODIES|IN-MARKET PROPERTY BUYERS|BEAUTY ENTHUSIASTS|CHAIN HOTELS TRAVELLERS|WINE ENTHUSIASTS|JEWELRY ENTHUSIASTS|FREQUENT COFFEE SHOP|RESORT HOTEL,2,0.27647231653841786
4842,45-49,FEMALE,"$78,000 - $103,999",TECHNOLOGY & COMPUTING|SCIENCE|BEAUTY|HEALTH & FITNESS|MEDICAL HEALTH|HEALTHY LIVING|SPORTS|BUSINESS|LAW|NEWS AND POLITICS|COLLEGE LIFE|HOBBIES & INTERESTS|WEATHER|WEB CONFERENCING|INSURANCE|INTERNET|BUSINESS AND FINANCE|ARTS & ENTERTAINMENT|AUTOMOTIVE|VIDEO GAMING|HOLISTIC HEALTH|COMPUTER PERIPHERALS|VIDEO & COMPUTER GAMES|COMPUTER SOFTWARE AND APPLICATIONS|BOOKS AND LITERATURE|BOARD GAMES AND PUZZLES,SPORTSCO|SIMPLICITY FUNERALS|WHITE LADY FUNERALS|DAN MURPHY'S,HOSPITALS| CLINICS AND MEDICAL CENTERS|NEWSSTAND|PODIATRISTS|OPTOMETRIST|RESIDENTIAL BUILDING|GROCERY STORE|ELDERLY HOME|PRIMARY AND SECONDARY SCHOOLS|MEAT AND SEAFOOD SHOPPERS|POST OFFICE|REAL ESTATE AGENCY AND SHOWROOM|INTERIOR DESIGN|PHARMACIES|WINE & LIQUOR SHOPPERS|CAFE AND LOUNGE|LANDSCAPING AND GARDENERS,FREQUENT PHARMACY SHOPPERS|IN-MARKET INSURANCE BUYERS|TOUR ENTHUSIASTS|IN-MARKET PERSONAL LOANS|AUTOMOBILE OWNERS|PARENTS OF SCHOOL CHILDREN|IN-MARKET PROPERTY BUYERS|FAMILY TRAVELLERS|NEW HOME BUYER|IN-MARKET APPLIANCE SHOPPERS|FAMILY LEISURE ENTHUSIASTS|WORKING PARENTS|PARENTS,TECHNOLOGY & COMPUTING|SCIENCE|BEAUTY|HEALTH & FITNESS|MEDICAL HEALTH|HEALTHY LIVING|SPORTS|BUSINESS|LAW|NEWS AND POLITICS|COLLEGE LIFE|HOBBIES & INTERESTS|WEATHER|WEB CONFERENCING|INSURANCE|INTERNET|BUSINESS AND FINANCE|ARTS & ENTERTAINMENT|AUTOMOTIVE|VIDEO GAMING|HOLISTIC HEALTH|COMPUTER PERIPHERALS|VIDEO & COMPUTER GAMES|COMPUTER SOFTWARE AND APPLICATIONS|BOOKS AND LITERATURE|BOARD GAMES AND PUZZLES|SPORTSCO|SIMPLICITY FUNERALS|WHITE LADY FUNERALS|DAN MURPHY'S|HOSPITALS| CLINICS AND MEDICAL CENTERS|NEWSSTAND|PODIATRISTS|OPTOMETRIST|RESIDENTIAL BUILDING|GROCERY STORE|ELDERLY HOME|PRIMARY AND SECONDARY SCHOOLS|MEAT AND SEAFOOD SHOPPERS|POST OFFICE|REAL ESTATE AGENCY AND SHOWROOM|INTERIOR DESIGN|PHARMACIES|WINE & LIQUOR SHOPPERS|CAFE AND LOUNGE|LANDSCAPING AND GARDENERS|FREQUENT PHARMACY SHOPPERS|IN-MARKET INSURANCE BUYERS|TOUR ENTHUSIASTS|IN-MARKET PERSONAL LOANS|AUTOMOBILE OWNERS|PARENTS OF SCHOOL CHILDREN|IN-MARKET PROPERTY BUYERS|FAMILY TRAVELLERS|NEW HOME BUYER|IN-MARKET APPLIANCE SHOPPERS|FAMILY LEISURE ENTHUSIASTS|WORKING PARENTS|PARENTS,3,0.5936288032770078
6359,55-59,FEMALE,"$156,000+",BUSINESS|COMPUTER PERIPHERALS,ANYTIME FITNESS|ASX200|TRAVELODGE HOTEL|TOBY'S ESTATE COFFEE|PICCOLO ME|BURGER PROJECT|TOP JUICE|LEAGUES CLUBS (NSW)|AUSTRALIA POST|IGA|EZYCHARGE|ST GEORGE|M.J. BALE|TESLA|SUSHI HUB|TATTS LOTTO|OPORTO|SWISS CONCEPT|ROLLD|AQUILA|STAR CAR WASH|CO-OP STORE|BVLGARI|THE HOUR GLASS|SCHNITZ|HELLO WORLD|FERRAGAMO|RIA MONEY TRANSFER|OFFICE NATIONAL|WESTPAC|ACCOR|LAING + SIMMONS|FLIGHT CENTRE|WILSON PARKING|SOUL ORIGIN|TRAVELODGE HOTELS|PARK HYATT|ANZ|SOFITEL,HOSPITALS| CLINICS AND MEDICAL CENTERS|LUXURY FASHION|CAR SERVICE CENTER|LOANS & MORTGAGES COMPANY|JAPANESE CUISINE|BURGER RESTAURANT|POSTAL AND COURIER|HISTORIC AND PROTECTED SITES|OFFICE SUPPLIES|DELI|RESTAURANT|TELECOMMUNICATION SERVICES|SHOPPING AREA|WINE & LIQUOR SHOPPERS|WATCHES|DOCTORS|SPORTS CAR SHOWROOM|NEWSSTAND|PARK|LUXURY CAR SHOWROOM|RECREATION CENTERS|COMBAT SPORTS VENUE|RESIDENTIAL BUILDING|IN-MARKET AUTOMOBILE BUYERS|GROCERY STORE|OFFICE SPACE|MUSEUM|PUBS AND NIGHT CLUBS|HOTELS|JEWELLERY SHOPPERS|HOSTELS|PHARMACIES|LUXURY HOTEL|CAFE AND LOUNGE|ELECTRICAL AND ELECTRONICS SHOPPERS|SPORTS CLUB|FINANCIAL INSTITUTION|BEAUTY SALONS AND BARBERS|TOURIST AREA|STOCK BROKERS|ACCESSORIES SHOPPERS|OPTOMETRIST|PARKING AREA|MEN'S FASHION SHOPPERS|PRIMARY AND SECONDARY SCHOOLS|COURT HOUSE|COSMETICS SHOPPERS|CONVENIENCE STORE|FAST FOOD RESTAURANT|TAXI AND CAR SERVICES|INTERIOR DESIGN|RETAIL FASHION SHOPPERS|ADVERTISING AND MARKETING|STUDENT AID AND GRANTS|TRAVEL AGENCY|PLACES OF WORSHIP|HYBRID CAR SHOWROOM|GYM AND FITNESS CENTRE|SUSHI RESTUARANTS|CLOTHING AND ACCESSORIES|UPSCALE HOTEL|COLLEGES AND UNIVERSITIES|BOOKSHOP|FOOD AND BEVERAGE PRODUCTION|POST OFFICE|CONVENTION CENTRE|COMMERCIAL BUILDING|CAMPING AREA|MARTIAL ARTS VENUE|AREA|REAL ESTATE AGENCY AND SHOWROOM|AMERICAN CAR SHOWROOM|ELECTRIC CAR SHOWROOM|HANDBAG SHOPPERS|FOOTWEAR SHOP|SHOPPING MALL,FREQUENT LUXURY SHOPPER|IN-MARKET INSURANCE BUYERS|3 STAR HOTEL TRAVELLERS|LEISURE TRAVELLERS|COLLEGE STUDENTS|TOURIST DINERS|CAMPING DESTINATIONS TRAVELLERS|FREQUENT GYM GOERS|FAMILY LEISURE ENTHUSIASTS|PARENTS|IN-MARKET WEDDING PLANNING|FREQUENT PHARMACY SHOPPERS|NEW PARENTS|TOUR ENTHUSIASTS|IN-MARKET PERSONAL LOANS|PARENTS OF SCHOOL CHILDREN|HEALTH ENTHUSIASTS|AUTO MODIFICATION ENTHUSIASTS|NEW HOME BUYER|IN-MARKET APPLIANCE SHOPPERS|FREQUENT MALL SHOPPERS|IN-MARKET LEGAL SERVICES|BEER ENTHUSIASTS|WORKING PARENTS|MIXED MARTIAL ARTS ENTHUSIASTS|BUDGET TRAVELLERS|JOB SEEKERS|DIY ENTHUSIASTS|FREQUENT NIGHTLIFE|AUTOMOBILE OWNERS|IN-MARKET TRAVEL|SERVICED APARTMENTS TRAVELLERS|AFFLUENT CONSUMERS|INDEPENDENT HOTELS TRAVELLERS|FREQUENT LOCAL TRAVELLERS|SHOPAHOLICS|IN-MARKET ELECTRONICS BUYER|FAMILY TRAVELLERS|FOODIES|IN-MARKET PROPERTY BUYERS|BEAUTY ENTHUSIASTS|CHAIN HOTELS TRAVELLERS|WINE ENTHUSIASTS|JEWELRY ENTHUSIASTS|FREQUENT COFFEE SHOP|RESORT HOTEL,BUSINESS|COMPUTER PERIPHERALS|ANYTIME FITNESS|ASX200|TRAVELODGE HOTEL|TOBY'S ESTATE COFFEE|PICCOLO ME|BURGER PROJECT|TOP JUICE|LEAGUES CLUBS (NSW)|AUSTRALIA POST|IGA|EZYCHARGE|ST GEORGE|M.J. BALE|TESLA|SUSHI HUB|TATTS LOTTO|OPORTO|SWISS CONCEPT|ROLLD|AQUILA|STAR CAR WASH|CO-OP STORE|BVLGARI|THE HOUR GLASS|SCHNITZ|HELLO WORLD|FERRAGAMO|RIA MONEY TRANSFER|OFFICE NATIONAL|WESTPAC|ACCOR|LAING + SIMMONS|FLIGHT CENTRE|WILSON PARKING|SOUL ORIGIN|TRAVELODGE HOTELS|PARK HYATT|ANZ|SOFITEL|HOSPITALS| CLINICS AND MEDICAL CENTERS|LUXURY FASHION|CAR SERVICE CENTER|LOANS & MORTGAGES COMPANY|JAPANESE CUISINE|BURGER RESTAURANT|POSTAL AND COURIER|HISTORIC AND PROTECTED SITES|OFFICE SUPPLIES|DELI|RESTAURANT|TELECOMMUNICATION SERVICES|SHOPPING AREA|WINE & LIQUOR SHOPPERS|WATCHES|DOCTORS|SPORTS CAR SHOWROOM|NEWSSTAND|PARK|LUXURY CAR SHOWROOM|RECREATION CENTERS|COMBAT SPORTS VENUE|RESIDENTIAL BUILDING|IN-MARKET AUTOMOBILE BUYERS|GROCERY STORE|OFFICE SPACE|MUSEUM|PUBS AND NIGHT CLUBS|HOTELS|JEWELLERY SHOPPERS|HOSTELS|PHARMACIES|LUXURY HOTEL|CAFE AND LOUNGE|ELECTRICAL AND ELECTRONICS SHOPPERS|SPORTS CLUB|FINANCIAL INSTITUTION|BEAUTY SALONS AND BARBERS|TOURIST AREA|STOCK BROKERS|ACCESSORIES SHOPPERS|OPTOMETRIST|PARKING AREA|MEN'S FASHION SHOPPERS|PRIMARY AND SECONDARY SCHOOLS|COURT HOUSE|COSMETICS SHOPPERS|CONVENIENCE STORE|FAST FOOD RESTAURANT|TAXI AND CAR SERVICES|INTERIOR DESIGN|RETAIL FASHION SHOPPERS|ADVERTISING AND MARKETING|STUDENT AID AND GRANTS|TRAVEL AGENCY|PLACES OF WORSHIP|HYBRID CAR SHOWROOM|GYM AND FITNESS CENTRE|SUSHI RESTUARANTS|CLOTHING AND ACCESSORIES|UPSCALE HOTEL|COLLEGES AND UNIVERSITIES|BOOKSHOP|FOOD AND BEVERAGE PRODUCTION|POST OFFICE|CONVENTION CENTRE|COMMERCIAL BUILDING|CAMPING AREA|MARTIAL ARTS VENUE|AREA|REAL ESTATE AGENCY AND SHOWROOM|AMERICAN CAR SHOWROOM|ELECTRIC CAR SHOWROOM|HANDBAG SHOPPERS|FOOTWEAR SHOP|SHOPPING MALL|FREQUENT LUXURY SHOPPER|IN-MARKET INSURANCE BUYERS|3 STAR HOTEL TRAVELLERS|LEISURE TRAVELLERS|COLLEGE STUDENTS|TOURIST DINERS|CAMPING DESTINATIONS TRAVELLERS|FREQUENT GYM GOERS|FAMILY LEISURE ENTHUSIASTS|PARENTS|IN-MARKET WEDDING PLANNING|FREQUENT PHARMACY SHOPPERS|NEW PARENTS|TOUR ENTHUSIASTS|IN-MARKET PERSONAL LOANS|PARENTS OF SCHOOL CHILDREN|HEALTH ENTHUSIASTS|AUTO MODIFICATION ENTHUSIASTS|NEW HOME BUYER|IN-MARKET APPLIANCE SHOPPERS|FREQUENT MALL SHOPPERS|IN-MARKET LEGAL SERVICES|BEER ENTHUSIASTS|WORKING PARENTS|MIXED MARTIAL ARTS ENTHUSIASTS|BUDGET TRAVELLERS|JOB SEEKERS|DIY ENTHUSIASTS|FREQUENT NIGHTLIFE|AUTOMOBILE OWNERS|IN-MARKET TRAVEL|SERVICED APARTMENTS TRAVELLERS|AFFLUENT CONSUMERS|INDEPENDENT HOTELS TRAVELLERS|FREQUENT LOCAL TRAVELLERS|SHOPAHOLICS|IN-MARKET ELECTRONICS BUYER|FAMILY TRAVELLERS|FOODIES|IN-MARKET PROPERTY BUYERS|BEAUTY ENTHUSIASTS|CHAIN HOTELS TRAVELLERS|WINE ENTHUSIASTS|JEWELRY ENTHUSIASTS|FREQUENT COFFEE SHOP|RESORT HOTEL,2,0.7230774906205177
8471,,FEMALE,"$156,000+",ENTERTAINMENT|TOOLS,FOOD & DRINK|TECHNOLOGY & COMPUTING|SCIENCE|BEAUTY|HEALTH & FITNESS|SPORTS|BUSINESS|LAW|NEWS AND POLITICS|EMAIL|HOBBIES & INTERESTS|WEATHER|SHOPPING|INTERNET|ARTS & ENTERTAINMENT|COMPUTER PERIPHERALS,HUNGRY JACK'S|BUNNINGS|F45 TRAINING|SUNGLASS HUT|WOOLWORTHS|AUSTRALIA POST|COMMONWEALTH BANK|KRISPY KREME|IGA|CBD NEWSAGENTS|BENDIGO BANK|7-ELEVEN|UNITED|PLUMBING PLUS|OPORTO|TAB|KFC|RIP CURL|CAMPOS COFFEE|99 BIKES|RENAULT|COLES SUPERMARKET|FERRAGAMO|NOVOTEL|BP|MIMCO|VICTORIA'S SECRET|WITCHERY|AVIS|ULTRATUNE|SUBWAY|FLIGHT CENTRE|ARMANI|MCDONALD'S|BWS|MUFFIN BREAK|WILD BEAN CAFE|TIFFANY & CO|DIOR|LA PORCHETTA,HOSPITALS| CLINICS AND MEDICAL CENTERS|MONEY CHANGER|LUXURY FASHION|CAR SERVICE CENTER|SPORTING GOODS SHOPPERS|BURGER RESTAURANT|POSTAL AND COURIER|HARDWARE AND SERVICES|OFFICE SUPPLIES|DELI|CAR WASH CENTER|SUPERMARKET|RESTAURANT|SWEETS AND DESSERTS|HOME IMPROVEMENT & DIY SHOPPERS|IN-MARKET MOTORCYCLE BUYERS|DEPARTMENT STORE|INTERNATIONAL AIRPORT|WINE & LIQUOR SHOPPERS|DOCTORS|PEDIATRICIANS|WATCHES|NEWSSTAND|FACTORY AND WAREHOUSE|TRUCK DEALER|OPTICIAN & EYEWEAR|COMBAT SPORTS VENUE|SEAFOOD RESTAURANT|LIBRARY|GROCERY STORE|PUBS AND NIGHT CLUBS|BAGEL| PRETZEL AND DONUT SHOP|AIRPORT|HOTELS|JEWELLERY SHOPPERS|SOUTH INDIAN RESTAURANT|PETROL STATION|LUXURY HOTEL|CAFE AND LOUNGE|SPORTS CLUB|FINANCIAL INSTITUTION|CAR ACCESSORIES|ACCESSORIES SHOPPERS|PARKING AREA|MEN'S FASHION SHOPPERS|EMBASSY|PRIMARY AND SECONDARY SCHOOLS|COSMETICS SHOPPERS|CONVENIENCE STORE|VEGAN AND VEGETARIAN RESTAURANT|FAST FOOD RESTAURANT|BOWLING|HOME IMPROVEMENT|FINE DINING RESTAURANT|INTERIOR DESIGN|RETAIL FASHION SHOPPERS|SUNGLASSES SHOPPERS|CAKE AND BAKERY|TEXTILES|COMMUNITY AND CULTURAL CENTRE|WOMENS'S FASHION SHOPPERS|CAR AND VAN RENTALS|PODIATRISTS|PLUMBING COMPANY|TRAVEL AGENCY|BICYCLE SHOP|PET STORE SHOPPERS|TRUCK RENTAL|LINGERIE SHOPPERS|GYM AND FITNESS CENTRE|DOMESTIC AIRPORT|CLOTHING AND ACCESSORIES|FURNITURE SHOPPERS|COLLEGES AND UNIVERSITIES|YOGA AND PILATES STUDIO|BOOKSHOP|POST OFFICE|FOOD AND BEVERAGE PRODUCTION|NORTH INDIAN RESTAURANT|MARTIAL ARTS VENUE|REAL ESTATE AGENCY AND SHOWROOM|AMERICAN CUISINE CUSTOMERS|ITALIAN CUISINE|TENNIS COURT|INDIAN CUISINE|CAR RENTAL|HANDBAG SHOPPERS|FOOTWEAR SHOP,ENTERTAINMENT|TOOLS|FOOD & DRINK|TECHNOLOGY & COMPUTING|SCIENCE|BEAUTY|HEALTH & FITNESS|SPORTS|BUSINESS|LAW|NEWS AND POLITICS|EMAIL|HOBBIES & INTERESTS|WEATHER|SHOPPING|INTERNET|ARTS & ENTERTAINMENT|COMPUTER PERIPHERALS|HUNGRY JACK'S|BUNNINGS|F45 TRAINING|SUNGLASS HUT|WOOLWORTHS|AUSTRALIA POST|COMMONWEALTH BANK|KRISPY KREME|IGA|CBD NEWSAGENTS|BENDIGO BANK|7-ELEVEN|UNITED|PLUMBING PLUS|OPORTO|TAB|KFC|RIP CURL|CAMPOS COFFEE|99 BIKES|RENAULT|COLES SUPERMARKET|FERRAGAMO|NOVOTEL|BP|MIMCO|VICTORIA'S SECRET|WITCHERY|AVIS|ULTRATUNE|SUBWAY|FLIGHT CENTRE|ARMANI|MCDONALD'S|BWS|MUFFIN BREAK|WILD BEAN CAFE|TIFFANY & CO|DIOR|LA PORCHETTA|HOSPITALS| CLINICS AND MEDICAL CENTERS|MONEY CHANGER|LUXURY FASHION|CAR SERVICE CENTER|SPORTING GOODS SHOPPERS|BURGER RESTAURANT|POSTAL AND COURIER|HARDWARE AND SERVICES|OFFICE SUPPLIES|DELI|CAR WASH CENTER|SUPERMARKET|RESTAURANT|SWEETS AND DESSERTS|HOME IMPROVEMENT & DIY SHOPPERS|IN-MARKET MOTORCYCLE BUYERS|DEPARTMENT STORE|INTERNATIONAL AIRPORT|WINE & LIQUOR SHOPPERS|DOCTORS|PEDIATRICIANS|WATCHES|NEWSSTAND|FACTORY AND WAREHOUSE|TRUCK DEALER|OPTICIAN & EYEWEAR|COMBAT SPORTS VENUE|SEAFOOD RESTAURANT|LIBRARY|GROCERY STORE|PUBS AND NIGHT CLUBS|BAGEL| PRETZEL AND DONUT SHOP|AIRPORT|HOTELS|JEWELLERY SHOPPERS|SOUTH INDIAN RESTAURANT|PETROL STATION|LUXURY HOTEL|CAFE AND LOUNGE|SPORTS CLUB|FINANCIAL INSTITUTION|CAR ACCESSORIES|ACCESSORIES SHOPPERS|PARKING AREA|MEN'S FASHION SHOPPERS|EMBASSY|PRIMARY AND SECONDARY SCHOOLS|COSMETICS SHOPPERS|CONVENIENCE STORE|VEGAN AND VEGETARIAN RESTAURANT|FAST FOOD RESTAURANT|BOWLING|HOME IMPROVEMENT|FINE DINING RESTAURANT|INTERIOR DESIGN|RETAIL FASHION SHOPPERS|SUNGLASSES SHOPPERS|CAKE AND BAKERY|TEXTILES|COMMUNITY AND CULTURAL CENTRE|WOMENS'S FASHION SHOPPERS|CAR AND VAN RENTALS|PODIATRISTS|PLUMBING COMPANY|TRAVEL AGENCY|BICYCLE SHOP|PET STORE SHOPPERS|TRUCK RENTAL|LINGERIE SHOPPERS|GYM AND FITNESS CENTRE|DOMESTIC AIRPORT|CLOTHING AND ACCESSORIES|FURNITURE SHOPPERS|COLLEGES AND UNIVERSITIES|YOGA AND PILATES STUDIO|BOOKSHOP|POST OFFICE|FOOD AND BEVERAGE PRODUCTION|NORTH INDIAN RESTAURANT|MARTIAL ARTS VENUE|REAL ESTATE AGENCY AND SHOWROOM|AMERICAN CUISINE CUSTOMERS|ITALIAN CUISINE|TENNIS COURT|INDIAN CUISINE|CAR RENTAL|HANDBAG SHOPPERS|FOOTWEAR SHOP,2,0.7753668427717683
